code, width, action, veg, votes, height
d68*q<j>4z,6,sell,Broccoli,1300,   2.09
h83*j<w>9z,11,sell,Yam,1911,   1.86
p63*l<q>8i,5,sell,Potato,150,   2.05
g44*d<d>5q,5,sell,Marrow,560,   2.05
s82*f<n>8l,9,buy,Potato,1718,   1.27
m97*g<m2z,7,sell,Kale,1408,   2.15
i39*k<o>9f,11,buy,Mooli,2733,   1.93
g55*r<a>3s,20,buy,Kale,335,   1.50
h96*t<s>3n,23,sell,Cabbage,2536,   2.00
n14*m<a>2y,6,buy,Yam,22,   1.84
m38*b<p>3s,5,sell,Kale,2023,   1.91
z21*s<p>3u,7,sell,Potato,1592,   0.75
l30*k<b>7e,11,sell,Kale,2092,   2.09
n25*t<a>4i,11,sell,Corn,635,   0.87
f40*x<k>2b,8,sell,Swede,2271,   2.15
e96*f<e>9g,6,buy,Broccoli,2723,   1.94
c42*o<c>9f,11,buy,Yam,956,   1.93
y10*z<b>3k,10,sell,Marrow,1663,   1.89
z99*r<z>6w,19,sell,Marrow,2158,   2.05
x33*o<q>3f,9,sell,Pea,2185,   1.51
x41*u<e>7o,11,sell,Potato,2205,   2.12
a10*g<y>]s,5,buy,Marrow,1640,   2.07
a59*s<x>1l,14,sell,Cabbage,1816,   1.91
i71*l<k>1w,7,sell,Mooli,2264,   1.78
i42*o<v>5i,22,sell,Kale,1091,   1.19
d48*p<g>8r,7,sell,Marrow,1186,   1.93
n97on<t>9i,7,sell,Onion,1226,   1.97
t85*w<g>1n,12,buy,Potato,2946,   1.99
c20*y<w>0d,13,sell,Corn,1799,   1.06
f31*e<c>0u,5,buy,Kale,2978,   1.88
e43*y<x>8o,5,sell,Swede,2288,   2.05
k14*b<t>0r,13,sell,Cabbage,2947,   1.46
j46*d<a>4s,9,sell,Cabbage,138,   1.97
o42*n<x>6v,13,sell,Potato,690,   1.15
m33*x<w>6w,7,sell,Turnip,2214,   2.11
f89*q<r>6y,18,sell,Kale,2127,   1.80
b58*e<q>6k,6,buy,Swede,1525,   2.13
e07*c<s>6v,5,sell,Parsnip,2701,   1.81
l55*s<d>4x,9,sell,Marrow,1948,   0.93
e21*c<w>3a,6,sell,Cabbage,1937,   1.94
a09*o<c>7j,11,sell,Sprout,2004,   0.99
n24*n<r>7a,11,sell,Parsnip,2719,   2.08
k63*m<u>4m,20,buy,Broccoli,2491,   2.06
c24*k<r>9w,9,sell,Kale,2966,   1.96
n15*h<k>8p,6,buy,Sprout,1996,   2.04
r15*i<t>1v,20,sell,Cabbage,2564,   1.90
s15*g<l>4w,10,buy,Corn,836,   1.98
r38*a<m>7i,8,sell,Marrow,1952,   0.81
w82*r<p>7z,16,buy,Kale,2031,   0.86
x07*z<q>6p,24,sell,Potato,2466,   2.10
n84*mvh>6a,6,sell,Carrot,2639,   1.93
s34*h<u>0e,13,sell,Swede,965,   1.92
j7*z<x>4g,15,sell,Swede,1049,   0.77
29*d<z>7q,13,sell,Marrow,1047,   2.10
d43*n<r>2t,13,buy,Okra,2822,   2.15
m68*j<e>0m,8,buy,Parsnip,2337,   1.85
y79*b<f>2p,11,buy,Yam,2452,   1.83
c87*p<v>8a,9,sell,Kale,2292,   2.07
r63*m<b>3l,6,buy,Squash,1820,   1.62
h41*v<m>2f,11,sell,Swede,2625,   2.14
p19*h<d>8y,13,sell,Marrow,2337,   1.86
y64*j<t>7i,23,buy,Marrow,2475,   0.85
n11*m<i>1c,7,sell,Corn,819,   2.04
m99*u<f>4a,6,buy,Yam,2802,   1.84
v73*d<d>f1o,14,sell,Broccoli,2342,   2.03
d62*b<c>6t,23,sell,Okra,562,   1.96
y64*p<x>5i,9,buy,Kale,1399,   1.86
r59*f<g>5l,12,buy,Swede,2958,   2.08
d91*d<g>4y,13,sell,Leek,1818,   2.10
f59*r)<k>2e,17,sell,Sprout,2511,   1.95
z83*o<x>4i,13,sell,Beetroot,263,   1.88
s30*o<y>9w,21,sell,Parsnip,1265,   1.91
i50*x<q>2v,24,buy,Marrow,1761,   2.00
t56*n<u>9h,9,sell,Cabbage,1933,   2.11
r34*z<o>6n,19,sell,Cabbage,1865,   2.06
q61*h<l>5q,19,sell,Marrow,391,   1.96
e83*s<r>1p,21,sell,Kale,2032,   2.03
x66*k<q>1s,7,sell,Yam,2983,   2.13
k84*y<i>8v,15,buy,Corn,593,   1.96
h69*m<a>5z,6,sell,Turnip,2305,   1.27
b30*f<m>1k,10,sell,Carrot,1769,   1.86
m02*q<k>7w,20,sell,Swede,1606,   0.98
c57*s<e>6j,7,buy,Kale,2313,   2.04
e12*j<h>7x,13,sell,Swede,1293,   1.83
m99*d<o>9g,7,buy,Swede,404,   1.97
o05*n<g>9o,12,sell,Turnip,2575,   2.02
z12*s<c>1l,5,buy,Swede,1812,   1.99
r65*r<s>5h,19,sell,Mooli,2465,   1.93
s01*a<k>0k,21,sell,Beetroot,2501,   2.02
z06yy<r>5f,22,sell,Parsnip,1500,   1.88
t98*k<n>7c,9,sell,Leek,1070,   2.03
j87*b<t>0e,6,sell,Sprout,2274,   1.95
y86*f<i>6n,9,sell,Kale,2747,   2.02
v74*i<h>9d,10,buy,Marrow,1849,   1.97
i20*j<z>6t,8,buy,Carrot,2100,   2.03
r05*q<x>4e,20,sell,Okra,2724,   1.84
n04*v<g>2t,10,sell,Potato,1104,   1.99
r69*n<z>9t,10,sell,Turnip,682,   1.07
y72*t<c>8z,9,sell,Parsnip,20,   1.95
i88*l<l>5y,10,sell,Sprout,2275,   1.65
s34*i<n>2d,9,buy,Marrow,1968,   1.82
r54*o<b>5l,15,buy,Okra,1660,   1.83
z71*l<v>6w,24,buy,Cabbage,2181,   1.91
v13*l<g>8w,20,sell,Cabbage,2767,   0.97
b1*k<h>9n,12,buy,Broccoli,1825,   2.14
x99*t<s>9i,9,sell,Pea,2600,   1.05
z43*z<r>2x,7,sell,Swede,1350,   2.01
o83*z<p>3g,7,buy,Marrow,410,   2.08
e07*s<x>6b,19,buy,Swede,570,   2.04
t20*r<p>5q,16,sell,Cabbage,414,   2.00
m58*p<z>7d,10,sell,Swede,1274,   0.82
b10*d<l>1r,9,buy,Leek,1520,   2.00
k73*g<r>8m,7,buy,Broccoli,425,   1.64
d52*y<z>3o,23,sell,Broccoli,1840,   2.06
g54*f<w>8p,19,sell,Kale,1349,   2.08
o51*y<x>0c,6,sell,Potato,700,   1.76
i42*e<g>6t,7,sell,Parsnip,2359,   2.05
n19*o<m>0w,10,sell,Cabbage,1812,   1.89
z11*f<f>6t,14,buy,Leek,2967,   2.04
o39*m<n>6e,8,buy,Cabbage,1270,   2.03
z64*o<o>4l,24,buy,Sprout,1327,   1.28
y65*z<d>6k,6,sell,Swede,2757,   1.88
d84*m<q>4p,11,sell,Cabbage,2570,   1.83
s99*b<y>4c,21,sell,Yam,1121,   1.81
o43*c<w>9i,12,sell,Kale,1133,   1.87
x42*k<m>4m,9,sell,Kale,1452,   2.09
y60*z<y>j5p,19,sell,Leek,1784,   2.00
i72*a<t>4v,11,sell,Mooli,1497,   2.06
z57*z<g>2n,10,sell,Marrow,2781,   1.90
d75x*j<z>4y,6,sell,Turnip,2341,   2.06
g54*f<5>8x,18,sell,Parsnip,57,   2.14
y32*N<j>3g,8,buy,Okra,298,   1.95
z63*j<h>2t,18,buy,Cabbage,2901,   2.11
m35*r<d>3h,22,sell,Swede,1880,   2.07
p64*b<b>9d,13,buy,Mooli,1653,   1.65
h30*f<d>1s,9,buy,Pea,217,   2.10
a28*e<t>5e,11,sell,Turnip,51,   1.84
z21*m<e>4r,10,sell,Turnip,1950,   2.11
x17*a<p>5u,6,buy,Kale,2847,   1.90
y19*Q<a>9t,10,sell,Mooli,1875,   2.08
z214y<s>4w,10,buy,Marrow,2975,   1.93
u11*o<j>5l,20,sell,Kale,292,   1.90
i23*d<r>8q,5,sell,Marrow,1961,   1.53
z79*w<d>2r,8,sell,Pea,724,   1.99
h57*u<o>7j,23,sell,Parsnip,1917,   2.08
y67*e<a>2s,10,sell,Marrow,2722,   2.11
r86*a<b>3m,19,sell,Carrot,934,   1.07
c3*v<a>8m,9,buy,Corn,986,   2.10
o43*q<j>0z,9,sell,Swede,2280,   1.43
p30*h<n>2h,11,sell,Onion,490,   1.29
w11*l<l>7b,18,buy,Marrow,59,   1.97
z03*c<<>8l,18,buy,Mooli,976,   1.83
o15*l<q>9k,8,sell,Kale,1423,   0.85
a19*w<w>2k,5,sell,Broccoli,1334,   1.87
b52*i<q>3i,9,sell,Leek,7,   1.04
s1*e<b>9v,18,sell,Sprout,572,   1.39
o12*m<y>3b,16,sell,Yam,2117,   1.26
l65*s<q>3m,10,sell,Cabbage,1412,   1.85
u22*c<k>4c,12,sell,Carrot,1852,   1.88
h00*r<r>2v,7,sell,Corn,2086,   2.14
j63*r<v>8k,12,buy,Potato,2027,   1.98
y91*r<q>8m,15,buy,Marrow,2075,   2.11
u52*i<d>6k,11,sell,Mooli,754,   0.86
j61*a<k>8o,7,sell,Potato,1526,   1.95
l41*r<z>5k,10,buy,Potato,554,   2.10
b39*v<v>1c,23,sell,Kale,1238,   1.21
r91*a<x>9c,20,sell,Kale,2394,   1.86
x92*z<b>6z,7,buy,Marrow,163,   1.83
k88*u<d>0b,12,sell,Leek,2128,   1.98
w98*l<f>0m,15,sell,Marrow,2831,   1.83
j73*w<x>1h,6,sell,Sprout,2406,   1.96
w02*i<y>7u,11,buy,Marrow,2161,   1.90
v17*x<v>1p,23,sell,Parsnip,1933,   1.87
h73*j<o>9j,17,sell,Swede,1702,   2.08
z45*i<d>8q,17,sell,Sprout,2627,   1.98
p98*s<m>9v,11,sell,Cabbage,2307,   1.29
c27*e<p>9z,8,buy,Parsnip,2992,   1.36
n10*n<i>9y,5,sell,Potato,2043,   1.10
b72*j<z>1i,10,sell,Cabbage,1931,   1.84
f35*m<e>9u,12,sell,Kale,2555,   2.06
k34*r<s>6f,7,sell,Marrow,2243,   0.89
g24*c<r>1b,6,sell,Kale,2503,   1.24
r18*g<w>0i,10,sell,Parsnip,2873,   1.86
x15*b<v>0u,12,sell,Parsnip,2552,   1.84
q48*f<#k>7m,17,sell,Corn,625,   1.99
y03*l<s>1f,12,sell,Pea,2930,   2.02
g49*x<u>0a,5,sell,Swede,1353,   2.11
v55*r<o>5k,6,sell,Potato,1827,   2.14
f26*p<t>0l,9,sell,Cabbage,242,   1.89
a99*y<i>9n,11,sell,Carrot,1755,   1.96
c25*d<n>1n,16,sell,Marrow,1065,   1.94
n46*h<j>8n,10,sell,Beetroot,2550,   2.12
x65*c<u>1g,11,buy,Pea,422,   2.15
f62*f<e>3q,21,sell,Leek,527,   1.50
n07*n<r>3m,21,buy,Swede,1883,   2.10
c30*i<s>5g,22,sell,Turnip,2166,   1.81
m44*v<h>4a,5,sell,Yam,2012,   2.11
f77*b<s>4n,13,sell,Pea,1072,   0.95
p35Y*v<j>5e,14,buy,Leek,2281,   1.57
i59*d<m>9n,10,sell,Okra,1652,   1.93
g10*s<x>5o,12,sell,Swede,2542,   2.08
k28*f<g>0y,18,sell,Sprout,2701,   2.02
c55*h<a>3b,8,sell,Marrow,790,   2.06
v19*h<y>8m,14,sell,Okra,225,   2.03
g30*b<d>7m,15,sell,Leek,1582,   1.89
r25*z<d>1d,6,buy,Marrow,2453,   1.82
z90*5<i>7k,19,sell,Potato,325,   2.02
a35*c<t>8b,7,sell,Marrow,836,   2.12
f26*v<u>8q,9,sell,Carrot,2569,   0.85
u48*v<r>9t,20,sell,Kale,2481,   1.68
h98*x<i>9f,12,buy,Kale,1161,   1.96
j32*a<s>4x,23,buy,Pea,1474,   1.90
k61*q<e>4b,19,sell,Okra,2124,   2.09
g82*g<b>4m,7,buy,Cabbage,2070,   2.04
o68*y<E>2t,11,sell,Corn,1546,   1.32
e22*e<x>3q,10,sell,Kale,2665,   1.39
h03*a<r>1h,19,sell,Leek,2243,   1.94
l02*s<n>0t,9,sell,Carrot,2635,   1.86
bD6*e<a>2h,12,sell,Leek,101,   1.99
b48*x<m>9k,10,sell,Kale,1096,   1.98
x07*s<b>4d,10,sell,Okra,2019,   0.93
x60*j<k>6k,6,sell,Kale,2267,   2.11
b42*x<k>8c,10,buy,Mooli,442,   1.79
c81*h<pe3o,7,sell,Pea,207,   0.86
v61*c<c>8u,7,sell,Yam,705,   1.90
x78*r<z>4j,5,sell,Turnip,1914,   2.01
o66*q<y>0o,6,sell,Leek,2348,   1.22
d97*q<u>Fe,17,buy,Turnip,2904,   1.97
w09*l<l>4w,11,sell,Carrot,2387,   2.11
q83*z<k>9s,19,sell,Turnip,2023,   2.05
d75*w<x>9v,8,sell,Onion,1453,   1.35
m16l<l>7h,15,sell,Mooli,499,   2.10
n82*O<y>7u,10,buy,Kale,2716,   1.82
j48*h<t>0v,10,sell,Pea,587,   1.92
b50*e<o>6s,5,sell,Mooli,1050,   2.12
a72*l<r>8o,18,sell,Kale,2811,   2.10
e88*y<t>3o,6,sell,Leek,1025,   2.13
r88*k<p>2h,8,sell,Potato,2683,   1.67
x95*x<]i>8j,6,sell,Okra,1190,   2.04
d79*j<q>2h,5,sell,Kale,993,   1.86
g72*v<i>7f,11,buy,Potato,1973,   1.48
m40*z<p>4f,13,sell,Carrot,1719,   2.11
d63*j<s>3v,5,sell,Squash,266,   1.83
r70*d<p>1c,18,sell,Yam,868,   2.09
n34*s<e>0j,8,sell,Yam,1729,   2.11
q79*t<k>4x,5,sell,Marrow,284,   0.84
r24*v<g>6m,10,sell,Potato,2871,   0.96
e47*w<m>4w,12,sell,Potato,2100,   2.00
a36*s<s>4d,8,buy,Potato,2473,   2.04
l14*h<t>4j,23,sell,Kale,1537,   1.89
r48*k<g>4b,9,sell,Turnip,2484,   1.87
x72*a<v>0f,8,sell,Potato,1750,   1.85
f77*y<h>0k,22,sell,Swede,1812,   1.84
w36*t<b>7n,9,sell,Turnip,2936,   2.05
i08*q<r>7h,5,sell,Yam,246,   1.36
i37*z<e>3l,20,sell,Marrow,1026,   2.05
k01*v<u>2w,6,sell,Kale,2604,   2.01
j49*n<i>3s,7,buy,Turnip,1381,   1.26
t12*s<s>6e,8,sell,Turnip,1622,   2.14
c44*j<j>0d,14,sell,Cabbage,2705,   2.11
r29*v<b>2h,5,buy,Kale,2480,   2.00
d84*x<e>6b,12,sell,Cabbage,603,   2.15
y58*n<z>6g,21,sell,Marrow,1664,   1.61
y33*q<n>1c,23,sell,Leek,1026,   2.01
h18*g<r>6k,7,sell,Mooli,1641,   2.12
q37*m<b>5g,15,buy,Pea,1832,   1.99
a08*k<a>5c,9,sell,Marrow,651,   2.08
r30*b<d>3s,6,sell,Potato,2737,   1.91
r00*l<n>4h,18,sell,Parsnip,2879,   1.07
a46*x<t5t,8,buy,Kale,1355,   1.66
p97*v<h>1e,10,sell,Kale,1731,   1.88
k10*bat>5t,11,sell,Sprout,2462,   2.12
b15*q<m>6d,23,sell,Kale,2024,   1.47
p51*nxh>8q,18,sell,Marrow,2392,   2.04
v84*z<f>1l,15,buy,Okra,232,   2.10
o57*h<n>1u,12,sell,Okra,1805,   2.13
m55*e<z>8s,10,buy,Kale,2610,   2.06
o79*p<z>5n,11,sell,Leek,2742,   2.00
s02*b<j>4q,12,buy,Parsnip,1916,   1.80
x92*n<v>5e,24,sell,Sprout,1575,   1.86
l21*d<c>8b,12,buy,Okra,1903,   2.12
x11*z<Oc>6s,18,sell,Squash,948,   1.96
m99*m<h>2x,8,sell,Mooli,952,   2.11
s97*h<u>6x,18,buy,Parsnip,390,   1.97
o30*r<q>1i,20,sell,Kale,2465,   2.12
k78*w<g>9m,18,sell,Marrow,32,   1.92
l65*r<w>7f,5,sell,Corn,1268,   1.83
n88*j<x>7g,17,sell,Turnip,2868,   2.01
d90*g<h>5c,14,sell,Okra,734,   2.01
i04*p<y>6g,14,sell,Turnip,1816,   2.13
o25*r<y>9s,10,sell,Okra,13,   1.88
l94*p<q>9u,7,sell,Cabbage,1451,   1.95
z98*s<e>5s,11,sell,Kale,1814,   1.67
p40*l<y>1u,14,sell,Pea,1455,   2.07
u19*e<u>3k,11,sell,Yam,97,   2.10
f68*y<b>2v,8,buy,Swede,163,   1.92
o31*b<j>5o,10,buy,Potato,142,   1.94
n12*h<w>7g,15,buy,Swede,2615,   1.87
l8*b<v>0y,21,sell,Potato,2990,   1.98
a11*r<f>8b,5,sell,Sprout,377,   1.21
l87*p<j>1a,11,buy,Marrow,2264,   1.86
i79*k<g>7m,8,sell,Yam,570,   1.45
q56*p<a>4n,5,buy,Parsnip,604,   1.14
l3w*y<d>2o,20,sell,Marrow,2353,   2.01
t41*n<l>6v,10,sell,Turnip,129,   1.61
a149u<g>7z,12,sell,Kale,276,   1.97
i84*b<c>0i,6,sell,Cabbage,2039,   0.92
k799w<u>5v,18,buy,Carrot,700,   1.94
g48*c<w>2f,11,sell,Turnip,1610,   1.86
u35*r<u>0h,22,sell,Yam,1248,   1.82
h60*k<t>8p,11,sell,Kale,562,   2.08
x21*o<l>1o,8,sell,Swede,544,   1.84
z53*e<f>4q,8,sell,Swede,443,   1.95
r10*j<i>1m,16,sell,Sprout,2827,   1.86
v32*k<u>2h,17,sell,Turnip,258,   1.43
z22*p<s>5l,9,sell,Leek,6,   1.83
s56*z<v>4p,21,sell,Yam,1796,   1.85
q1*q<n>1g,7,sell,Pea,2896,   1.53
v27*j<f>1e,6,sell,Marrow,2439,   2.14
p56*w<c>3l,10,sell,Marrow,1980,   2.03
t24*j<x>4e,19,sell,Swede,2221,   1.97
361*l<e>9w,5,sell,Carrot,1563,   1.33
q44*u<l>6l,14,sell,Carrot,2236,   1.92
h21*l<d>0s,10,sell,Corn,1140,   0.84
m18*s<l>7a,7,buy,Kale,1308,   2.14
l93*q<vb4e,7,buy,Okra,2465,   1.95
t07*c<i>8m,13,buy,Swede,1644,   1.94
g39*q<j>2q,5,sell,Pea,924,   1.50
f57*f<b>9d,11,sell,Kale,2856,   2.03
i57*c<x>5y,11,sell,Turnip,133,   2.13
a54*r<l>1p,10,buy,Carrot,2808,   1.14
h49*Hl<y>1l,11,buy,Yam,1819,   1.84
g98*q<q>0t,14,sell,Mooli,2610,   2.02
s23*o<j>0r,20,sell,Pea,1405,   2.08
q51*n<i>7c,5,buy,Corn,508,   2.08
o24a<u>7o,10,buy,Broccoli,1805,   1.82
a96*x<g>3n,8,sell,Beetroot,329,   2.13
n27*d<q>2w,24,sell,Potato,134,   2.14
a62*t<l>4r,21,buy,Marrow,2145,   1.87
q49*e<h>5p,6,buy,Okra,2315,   1.73
t51*v<z>6z,12,buy,Turnip,472,   1.87
t61*l<m>7a,13,sell,Parsnip,1592,   1.62
j89*d<n>1k,8,sell,Okra,2679,   1.77
b36*e<u>3b,10,sell,Broccoli,1660,   2.04
s69*d<l>9j,18,sell,Sprout,31,   1.85
z59*z<s>7r,5,sell,Carrot,2710,   1.86
l58*l<s>0e,6,sell,Kale,178,   2.14
g02*i<r>3a,11,sell,Parsnip,2142,   2.05
g64*v<z>6h,12,sell,Kale,2207,   0.92
m14*p<y>6b,8,buy,Potato,2512,   1.95
q52*t<z>6l,17,sell,Cabbage,2557,   1.98
b00*J<c>5y,15,sell,Kale,525,   1.86
e29*a<l>1t,5,sell,Marrow,2544,   2.05
x54*f<d>4w,21,sell,Corn,2286,   1.86
v91*d<d>7n,5,sell,Leek,814,   1.85
c88*iUd>8j,9,sell,Sprout,1938,   1.87
c11*h<m>1q,12,sell,Yam,699,   1.88
b29*p<g>8o,6,sell,Turnip,1529,   1.90
l12*y<c>2r,18,sell,Leek,1398,   1.02
d85*o<r>5e,15,sell,Carrot,1081,   2.12
m49*r<m>3e,5,sell,Cabbage,56,   1.88
l32*p<b>3l,21,buy,Kale,1054,   1.99
e11*b<j>5t,10,sell,Kale,1881,   2.07
a25*Z<t>7n,19,sell,Potato,2235,   1.85
e70*e<v>5e,11,sell,Marrow,1627,   1.86
v21*a<v>5b,7,sell,Broccoli,1659,   2.07
uj63*i<z>6n,8,sell,Turnip,1635,   0.91
e26*m<v>8l,11,sell,Potato,784,   1.94
a00*w<u>5j,8,sell,Squash,1024,   1.89
a88*<i>0o,19,sell,Yam,891,   2.06
h42*e<q>4x,5,sell,Broccoli,398,   2.09
k39*l<o>5u,18,buy,Mooli,730,   2.03
c10*e<o>6t,5,buy,Parsnip,2233,   1.97
g11*b<v>0h,12,buy,Parsnip,684,   1.90
u52*w<e>8t,9,sell,Potato,2904,   1.80
y00*l<q>1j,9,sell,Potato,1115,   1.82
k15*q<z>4v,8,sell,Turnip,2256,   1.84
r44*t<a>5w,7,buy,Sprout,2462,   1.91
s50*p<b>7q,12,sell,Marrow,1741,   1.56
j87*n<t>5p,9,buy,Broccoli,1657,   1.97
w03*v<q>9a,8,buy,Corn,2133,   1.99
y22*c<g>0j,11,sell,Beetroot,523,   1.61
x50*r<j>6x,18,sell,Parsnip,2608,   1.83
x25*e<y>4u,18,buy,Swede,2703,   2.06
e88*i<h>5d,9,buy,Carrot,2116,   1.92
e88*y<x>7z,19,sell,Sprout,66,   2.03
w12*l<p>5w,10,sell,Kale,1504,   1.87
e77*o<s>1v,16,sell,Marrow,520,   2.11
r36*n<z>2j,9,sell,Sprout,453,   1.88
t29*x<m>0f,10,buy,Pea,932,   2.06
l98*y<v>2z,13,buy,Swede,2688,   1.90
a55*i<n>8c,18,sell,Swede,2973,   1.65
h28*z<b>1l,7,sell,Leek,811,   2.04
l39*ar>5l,22,sell,Cabbage,1827,   1.12
o04*f<w>8r,6,sell,Corn,472,   0.81
t70*e<c>6m,17,sell,Cabbage,2797,   2.00
f51*h<f>6n,7,sell,Potato,2794,   2.07
o91*l<m>7u,7,sell,Marrow,23,   1.98
b23*x<b>2g,23,buy,Cabbage,2744,   1.77
f26*i<w>1b,21,sell,Swede,1434,   1.83
x17*h<d>0u,11,sell,Parsnip,2582,   2.12
x98*a<c>4v,20,sell,Pea,245,   1.91
u74*p<i>7m,10,sell,Broccoli,1421,   1.92
sJ1*p<b>2f,12,sell,Carrot,2883,   2.10
h03*c<n>2y,5,sell,Kale,1283,   1.96
k41*r<mT>0d,9,sell,Carrot,498,   1.12
w21*m<b>3h,9,buy,Kale,925,   1.85
q10*f<w>8z,9,sell,Yam,178,   1.96
d65*u<t>6f,9,buy,Okra,1735,   0.89
i35*e<x>9j,5,sell,Swede,311,   1.90
o70*q<t>6w,12,sell,Turnip,1035,   1.15
z51*q<a>1s,10,sell,Cabbage,1891,   1.98
h52*q<w>2c,11,sell,Swede,2511,   1.88
v98*t<b>0u,9,sell,Marrow,2905,   1.38
e19*o<s>8o,7,sell,Kale,2144,   1.05
m71*l<u>2b,12,sell,Turnip,15,   1.85
g34*v<j>5i,20,sell,Yam,2974,   1.91
n95*y<m>9f,23,sell,Parsnip,2512,   1.95
h6g*x<e>6g,15,sell,Yam,1948,   2.11
p82*i<l>7n,15,sell,Yam,767,   1.83
i94*d<u>4m,8,sell,Carrot,203,   1.87
s54*g<y>6g,9,sell,Okra,1351,   1.85
y39*l<d>7q,5,sell,Squash,2725,   1.92
o05*n<m>8c,23,buy,Okra,1419,   2.06
u98*r<n>8w,23,buy,Marrow,1746,   1.93
a60*c<g>4b,12,sell,Cabbage,2704,   1.88
k28*v<d>8k,5,buy,Mooli,2061,   2.00
s35*m<a>9s,12,buy,Swede,2641,   1.92
s10*c<x>6t,23,buy,Parsnip,2798,   1.95
b35*t<u>5h,19,sell,Turnip,1099,   1.81
a05*p<2>3t,9,sell,Marrow,2959,   2.03
v91*adj>1u,21,buy,Sprout,1769,   2.05
q94*a<g>1s,10,buy,Cabbage,2022,   2.10
a79*f<j>4z,8,sell,Kale,2313,   1.96
e90*u<z>1f,5,sell,Yam,403,   1.62
n87*u<u>1x,10,sell,Sprout,1308,   1.91
e69*t<v>6b,8,sell,Pea,2613,   2.12
k68*t<v>2v,15,sell,Cabbage,2060,   1.45
y86*e<9>8y,7,sell,Cabbage,2445,   1.72
z88*c<k>1d,10,sell,Yam,2154,   0.82
n96*h<f><e,16,sell,Pea,1788,   1.90
m09*m<h>9i,6,sell,Pea,2555,   2.03
y13*e<s>3o,6,sell,Marrow,2531,   1.42
o68*n<h>6z,13,sell,Onion,574,   1.63
o88*c<l>6y,22,sell,Swede,2486,   2.03
s89*d<i>7a,5,sell,Corn,2003,   0.75
m0C*i<i>3a,21,buy,Yam,1339,   1.94
x24z<d>8u,8,sell,Parsnip,2547,   2.03
a81*j<s>6c,13,sell,Turnip,459,   1.44
m44*i<c>7t,11,sell,Marrow,275,   1.86
s56*l<r>5v,23,sell,Parsnip,1446,   1.39
r58*f<d>8m,10,sell,Parsnip,1844,   0.92
t53*k<b>8o,11,buy,Pea,1712,   2.14
n90*u<e>5q,17,sell,Mooli,2653,   1.37
r96*r<m>6k,23,buy,Carrot,2129,   1.10
n39*l<u>1l,19,sell,Corn,89,   0.85
z67*x<f>4k,24,buy,Marrow,2890,   2.00
c88*l<e>5s,20,sell,Kale,2675,   1.83
d48*e<v>0j,11,sell,Pea,497,   2.12
a71*w<e>3h,8,buy,Marrow,2841,   1.96
n27*d<e>7p,9,sell,Mooli,713,   1.95
m36*q<f>2h,17,buy,Potato,34,   1.87
r21*n<y>6i,19,sell,Swede,2071,   1.90
j51*u<d>9c,8,sell,Potato,2240,   1.23
z78*r<e>9z,12,sell,Parsnip,699,   1.99
739*d<o>9n,12,sell,Marrow,2446,   1.44
ry1*z<g>7l,12,buy,Potato,2761,   2.06
t38*v<w>2x,10,sell,Marrow,2939,   2.14
m23*j<b>6e,24,sell,Marrow,1496,   1.98
t68*o<c>9r,24,sell,Okra,1661,   1.94
n59*t<b>6p,21,sell,Marrow,2181,   1.83
t27*e<s>4d,6,sell,Beetroot,2313,   1.94
m84*f<b>7u,21,buy,Yam,872,   2.00
q40*f<p>8d,5,sell,Parsnip,2053,   1.87
s9%*s<y>9o,14,sell,Kale,43,   2.00
f28>*x<r>2a,11,sell,Marrow,1298,   1.96
j99*iJt>2r,13,sell,Cabbage,869,   1.96
r42*w<r>9m,22,sell,Potato,1716,   2.12
e76*d<i>6p,24,sell,Carrot,2574,   0.78
u86*h<z>2c,10,buy,Turnip,2557,   2.10
s66*h<l>2p,23,sell,Parsnip,2654,   1.48
f65*b<e>8g,17,buy,Marrow,1093,   1.97
m72*e<l>8r,15,sell,Cabbage,920,   1.45
d73*d<m>6h,12,sell,Kale,435,   0.99
b69*y<w>4m,10,buy,Parsnip,2711,   1.98
k04*h<b>9j,13,sell,Marrow,30,   2.08
t48*e<u>8k,21,sell,Leek,1026,   1.58
d13*c<s>5i,7,buy,Marrow,286,   1.91
v94*d<r>1s,10,sell,Leek,2064,   1.89
q16*rq>5e,15,sell,Yam,160,   2.02
u37*v<p>9h,5,sell,Sprout,2021,   1.98
b13*b<c>5f,5,sell,Okra,2843,   1.97
d38*r<a>0x,8,buy,Squash,2727,   1.96
t02*s<p>5e,15,sell,Potato,1717,   2.11
z84*g<r>3x,14,sell,Okra,502,   1.98
n21*i<n>7u,7,buy,Sprout,1882,   2.10
y83*h<c>6k,16,sell,Marrow,2450,   2.00
u63*g<g>6v,9,buy,Turnip,2264,   2.00
c49*u<u>0e,12,sell,Marrow,1931,   1.98
b31*h<g>2a,16,buy,Marrow,1309,   1.38
z22*g<d>0b,14,sell,Leek,1186,   1.86
b80*g<l>0p,5,sell,Kale,914,   2.01
f59*u<y>7c,7,sell,Turnip,2234,   2.14
e09*t<g>6h,20,buy,Yam,1047,   1.95
)49*k<y>0u,5,sell,Yam,190,   1.97
g39*r<p>1z,23,buy,Leek,1295,   0.89
a96*z<j>9t,15,sell,Marrow,2667,   1.94
t89*l<fa6l,8,buy,Broccoli,2514,   1.84
i23*n<q>2t,11,sell,Potato,151,   1.92
f05*g<o>5v,8,sell,Kale,785,   1.90
